widow	0.8595236539840698	0.6236536502838135	
free	1.4051527976989746	0.6960259675979614	
unaccompanied	1.052661657333374	1.0163800716400146	
engaged	-1.2324645519256592	-0.9873082637786865	
sole	1.3376597166061401	0.634895384311676	
bonded	-1.202262282371521	-0.8983899354934692	
paired	-1.347527027130127	-0.7604635953903198	
seperated	0.938301146030426	0.6816185712814331	
divorced	1.0204846858978271	0.7366629242897034	
apart	0.9279779195785522	0.6735050678253174	
attached	-1.1159777641296387	-1.0653183460235596	
detached	0.8657443523406982	0.6281486749649048	
split up	1.0210322141647339	0.738771915435791	
individual	0.8931888937950134	1.1378310918807983	
mated	-1.2162041664123535	-0.8393088579177856	
unattached	1.213955044746399	0.873422384262085	
marital_status	-0.7809368371963501	-0.5295747518539429	
only	1.108401894569397	1.071066975593567	
solitary	1.539004921913147	1.0179071426391602	
bachelor	1.356412410736084	0.6261820793151855	
espoused	-1.4708325862884521	-0.7120282649993896	
matrimonial	-1.327831506729126	-0.8178822994232178	
married	-1.3193424940109253	-0.622447669506073	
single	1.1841120719909668	0.8734109401702881	
united	-1.3340466022491455	-0.8299210071563721	
