4000	0.8595125675201416	-0.3621427118778229	
7000	-1.2389862537384033	0.6176952123641968	
3000	0.8809080123901367	-0.3652173578739166	
9000	-1.294325828552246	0.6394886374473572	
6000	-0.9911507368087769	0.4894549250602722	
5000	0.852460503578186	-0.3560553193092346	
10000	-1.1012160778045654	0.3566781282424927	
2000	3.7745964527130127	-1.794924259185791	
1000	1.4184327125549316	-0.6006436347961426	
8000	-1.358799695968628	0.6785220503807068	
salary	-0.916351318359375	0.3643433749675751	
500	1.420273780822754	-0.5027370452880859	
